level,section_code,section_name,division_code,division_name,group_code,group_name,class_code,class_name,gb_source_row,status,notes
class,C,制造业,25,石油、煤炭及其他燃料加工业,252,煤炭加工,2529,其他煤炭加工,3553,BASE_CATALOG,
group,C,制造业,25,石油、煤炭及其他燃料加工业,253,核燃料加工,,,3558,BASE_CATALOG,
class,C,制造业,25,石油、煤炭及其他燃料加工业,253,核燃料加工,2530,核燃料加工,3558,BASE_CATALOG,same_row_group_and_class
group,C,制造业,25,石油、煤炭及其他燃料加工业,254,生物质燃料加工,,,3571,BASE_CATALOG,
class,C,制造业,25,石油、煤炭及其他燃料加工业,254,生物质燃料加工,2541,生物质液体燃料生产,3572,BASE_CATALOG,
class,C,制造业,25,石油、煤炭及其他燃料加工业,254,生物质燃料加工,2542,生物质致密成型燃料加工,3582,BASE_CATALOG,
division,C,制造业,26,化学原料和化学制品制造业,,,,,3592,BASE_CATALOG,
group,C,制造业,26,化学原料和化学制品制造业,261,基础化学原料制造,,,3593,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,261,基础化学原料制造,2611,无机酸制造,3594,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,261,基础化学原料制造,2612,无机碱制造,3619,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,261,基础化学原料制造,2613,无机盐制造,3632,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,261,基础化学原料制造,2614,有机化学原料制造,3670,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,261,基础化学原料制造,2619,其他基础化学原料制造,3751,BASE_CATALOG,
group,C,制造业,26,化学原料和化学制品制造业,262,肥料制造,,,3770,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,262,肥料制造,2621,氮肥制造,3772,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,262,肥料制造,2622,磷肥制造,3777,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,262,肥料制造,2623,钾肥制造,3782,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,262,肥料制造,2624,复混肥料制造,3787,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,262,肥料制造,2625,有机肥料及微生物肥料制造,3792,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,262,肥料制造,2629,其他肥料制造,3804,BASE_CATALOG,
group,C,制造业,26,化学原料和化学制品制造业,263,农药制造,,,3809,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,263,农药制造,2631,化学农药制造,3811,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,263,农药制造,2632,生物化学农药及微生物农药制造,3818,BASE_CATALOG,
group,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造,,,3825,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造,2641,涂料制造,3826,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造,2642,油墨及类似产品制造,3873,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造,2643,工业颜料制造,3892,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造,2644,工艺美术颜料制造,3906,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造,2645,染料制造,3917,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造,2646,密封用填料及类似品制造,3929,BASE_CATALOG,
group,C,制造业,26,化学原料和化学制品制造业,265,合成材料制造,,,3943,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,265,合成材料制造,2651,初级形态塑料及合成树脂制造,3944,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,265,合成材料制造,2652,合成橡胶制造,4055,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,265,合成材料制造,2653,合成纤维单(聚合)体制造,4091,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,265,合成材料制造,2659,其他合成材料制造,4100,BASE_CATALOG,
group,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造,,,4146,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造,2661,化学试剂和助剂制造,4147,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造,2662,专项化学用品制造,4191,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造,2663,林产化学产品制造,4238,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造,2664,文化用信息化学品制造,4271,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造,2665,医学生产用信息化学品制造,4287,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造,2666,环境污染处理专用药剂材料制造,4300,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造,2667,动物胶制造,4357,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造,2669,其他专用化学产品制造,4363,BASE_CATALOG,
group,C,制造业,26,化学原料和化学制品制造业,267,炸药、火工及焰火产品制造,,,4398,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,267,炸药、火工及焰火产品制造,2671,炸药及火工产品制造,4399,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,267,炸药、火工及焰火产品制造,2672,焰火、鞭炮产品制造,4411,BASE_CATALOG,
group,C,制造业,26,化学原料和化学制品制造业,268,日用化学产品制造,,,4422,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,268,日用化学产品制造,2681,肥皂及洗涤剂制造,4423,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,268,日用化学产品制造,2682,化妆品制造,4444,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,268,日用化学产品制造,2683,口腔清洁用品制造,4452,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,268,日用化学产品制造,2684,香料、香精制造,4458,BASE_CATALOG,
class,C,制造业,26,化学原料和化学制品制造业,268,日用化学产品制造,2689,其他日用化学产品制造,4465,BASE_CATALOG,
division,C,制造业,27,医药制造业,,,,,4477,BASE_CATALOG,
group,C,制造业,27,医药制造业,271,化学药品原料药制造,,,4478,BASE_CATALOG,
class,C,制造业,27,医药制造业,271,化学药品原料药制造,2710,化学药品原料药制造,4478,BASE_CATALOG,same_row_group_and_class
group,C,制造业,27,医药制造业,272,化学药品制剂制造,,,4523,BASE_CATALOG,
class,C,制造业,27,医药制造业,272,化学药品制剂制造,2720,化学药品制剂制造,4523,BASE_CATALOG,same_row_group_and_class
group,C,制造业,27,医药制造业,273,中药饮片加工,,,4548,BASE_CATALOG,
class,C,制造业,27,医药制造业,273,中药饮片加工,2730,中药饮片加工,4548,BASE_CATALOG,same_row_group_and_class
group,C,制造业,27,医药制造业,274,中成药生产,,,4555,BASE_CATALOG,
class,C,制造业,27,医药制造业,274,中成药生产,2740,中成药生产,4555,BASE_CATALOG,same_row_group_and_class
group,C,制造业,27,医药制造业,275,兽用药品制造,,,4574,BASE_CATALOG,
class,C,制造业,27,医药制造业,275,兽用药品制造,2750,兽用药品制造,4574,BASE_CATALOG,same_row_group_and_class
group,C,制造业,27,医药制造业,276,生物药品制品制造,,,4597,BASE_CATALOG,
class,C,制造业,27,医药制造业,276,生物药品制品制造,2761,生物药品制造,4599,BASE_CATALOG,
class,C,制造业,27,医药制造业,276,生物药品制品制造,2762,基因工程药物和疫苗制造,4634,BASE_CATALOG,
group,C,制造业,27,医药制造业,277,卫生材料及医药用品制造,,,4667,BASE_CATALOG,
class,C,制造业,27,医药制造业,277,卫生材料及医药用品制造,2770,卫生材料及医药用品制造,4667,BASE_CATALOG,same_row_group_and_class
group,C,制造业,27,医药制造业,278,药用辅料及包装材料制造,,,4718,BASE_CATALOG,
class,C,制造业,27,医药制造业,278,药用辅料及包装材料制造,2780,药用辅料及包装材料制造,4718,BASE_CATALOG,same_row_group_and_class
division,C,制造业,28,化学纤维制造业,,,,,4735,BASE_CATALOG,
group,C,制造业,28,化学纤维制造业,281,纤维素纤维原料及纤维制造,,,4736,BASE_CATALOG,
class,C,制造业,28,化学纤维制造业,281,纤维素纤维原料及纤维制造,2811,化纤浆粕制造,4737,BASE_CATALOG,
class,C,制造业,28,化学纤维制造业,281,纤维素纤维原料及纤维制造,2812,人造纤维（纤维素纤维）制造,4743,BASE_CATALOG,
group,C,制造业,28,化学纤维制造业,282,合成纤维制造,,,4749,BASE_CATALOG,
class,C,制造业,28,化学纤维制造业,282,合成纤维制造,2821,锦纶纤维制造,4751,BASE_CATALOG,
class,C,制造业,28,化学纤维制造业,282,合成纤维制造,2822,涤纶纤维制造,4758,BASE_CATALOG,
class,C,制造业,28,化学纤维制造业,282,合成纤维制造,2823,腈纶纤维制造,4766,BASE_CATALOG,
class,C,制造业,28,化学纤维制造业,282,合成纤维制造,2824,维纶纤维制造,4773,BASE_CATALOG,
class,C,制造业,28,化学纤维制造业,282,合成纤维制造,2825,丙纶纤维制造,4780,BASE_CATALOG,
class,C,制造业,28,化学纤维制造业,282,合成纤维制造,2826,氨纶纤维制造,4787,BASE_CATALOG,
class,C,制造业,28,化学纤维制造业,282,合成纤维制造,2829,其他合成纤维制造,4794,BASE_CATALOG,
group,C,制造业,28,化学纤维制造业,283,生物基材料制造,,,4814,BASE_CATALOG,
class,C,制造业,28,化学纤维制造业,283,生物基材料制造,2831,生物基化学纤维制造,4815,BASE_CATALOG,
class,C,制造业,28,化学纤维制造业,283,生物基材料制造,2832,生物基、淀粉基新材料制造,4835,BASE_CATALOG,
division,C,制造业,29,橡胶和塑料制品业,,,,,4867,BASE_CATALOG,
group,C,制造业,29,橡胶和塑料制品业,291,橡胶制品业,,,4868,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,291,橡胶制品业,2911,轮胎制造,4870,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,291,橡胶制品业,2912,橡胶板、管、带制造,4900,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,291,橡胶制品业,2913,橡胶零件制造,4922,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,291,橡胶制品业,2914,再生橡胶制造,4932,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,291,橡胶制品业,2915,日用及医用橡胶制品制造,4939,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,291,橡胶制品业,2916,运动场地用塑胶制造,4946,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,291,橡胶制品业,2919,其他橡胶制品制造,4952,BASE_CATALOG,
group,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,,,4969,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2921,塑料薄膜制造,4971,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2922,塑料板、管、型材制造,5020,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2923,塑料丝、绳及编织品制造,5032,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2924,泡沫塑料制造,5043,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2925,塑料人造革、合成革制造,5051,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2926,塑料包装箱及容器制造,5057,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2927,日用塑料制品制造,5068,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2928,人造草坪制造,5097,BASE_CATALOG,
class,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2929,塑料零件及其他塑料制品制造,5107,BASE_CATALOG,
division,C,制造业,30,非金属矿物制品业,,,,,5126,BASE_CATALOG,
group,C,制造业,30,非金属矿物制品业,301,水泥、石灰和石膏制造,,,5129,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,301,水泥、石灰和石膏制造,3011,水泥制造,5130,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,301,水泥、石灰和石膏制造,3012,石灰和石膏制造,5144,BASE_CATALOG,
group,C,制造业,30,非金属矿物制品业,302,石膏、水泥制品及类似制品制造,,,5148,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,302,石膏、水泥制品及类似制品制造,3021,水泥制品制造,5149,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,302,石膏、水泥制品及类似制品制造,3022,砼结构构件制造,5178,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,302,石膏、水泥制品及类似制品制造,3023,石棉水泥制品制造,5190,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,302,石膏、水泥制品及类似制品制造,3024,轻质建筑材料制造,5208,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,302,石膏、水泥制品及类似制品制造,3029,其他水泥类似制品制造,5245,BASE_CATALOG,
group,C,制造业,30,非金属矿物制品业,303,砖瓦、石材等建筑材料制造,,,5259,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,303,砖瓦、石材等建筑材料制造,3031,粘土砖瓦及建筑砌块制造,5261,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,303,砖瓦、石材等建筑材料制造,3032,建筑用石加工,5299,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,303,砖瓦、石材等建筑材料制造,3033,防水建筑材料制造,5324,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,303,砖瓦、石材等建筑材料制造,3034,隔热和隔音材料制造,5343,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,303,砖瓦、石材等建筑材料制造,3039,其他建筑材料制造,5372,BASE_CATALOG,
group,C,制造业,30,非金属矿物制品业,304,玻璃制造,,,5375,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,304,玻璃制造,3041,平板玻璃制造,5377,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,304,玻璃制造,3042,特种玻璃制造,5385,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,304,玻璃制造,3049,其他玻璃制造,5419,BASE_CATALOG,
group,C,制造业,30,非金属矿物制品业,305,玻璃制品制造,,,5423,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,305,玻璃制品制造,3051,技术玻璃制品制造,5425,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,305,玻璃制品制造,3052,光学玻璃制造,5442,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,305,玻璃制品制造,3053,玻璃仪器制造,5453,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,305,玻璃制品制造,3054,日用玻璃制品制造,5463,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,305,玻璃制品制造,3055,玻璃包装容器制造,5483,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,305,玻璃制品制造,3056,玻璃保温容器制造,5493,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,305,玻璃制品制造,3057,制镜及类似品加工,5503,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,305,玻璃制品制造,3059,其他玻璃制品制造,5515,BASE_CATALOG,
group,C,制造业,30,非金属矿物制品业,306,玻璃纤维和玻璃纤维增强塑料制品制造,,,5529,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,306,玻璃纤维和玻璃纤维增强塑料制品制造,3061,玻璃纤维及制品制造,5530,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,306,玻璃纤维和玻璃纤维增强塑料制品制造,3062,玻璃纤维增强塑料制品制造,5579,BASE_CATALOG,
group,C,制造业,30,非金属矿物制品业,307,陶瓷制品制造,,,5602,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,307,陶瓷制品制造,3071,建筑陶瓷制品制造,5603,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,307,陶瓷制品制造,3072,卫生陶瓷制品制造,5618,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,307,陶瓷制品制造,3073,特种陶瓷制品制造,5631,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,307,陶瓷制品制造,3074,日用陶瓷制品制造,5714,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,307,陶瓷制品制造,3075,陈设艺术陶瓷制造,5723,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,307,陶瓷制品制造,3076,园艺陶瓷制造,5731,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,307,陶瓷制品制造,3079,其他陶瓷制品制造,5737,BASE_CATALOG,
group,C,制造业,30,非金属矿物制品业,308,耐火材料制品制造,,,5746,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,308,耐火材料制品制造,3081,石棉制品制造,5747,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,308,耐火材料制品制造,3082,云母制品制造,5762,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,308,耐火材料制品制造,3089,耐火陶瓷制品及其他耐火材料制造,5772,BASE_CATALOG,
group,C,制造业,30,非金属矿物制品业,309,石墨及其他非金属矿物制品制造,,,5794,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,309,石墨及其他非金属矿物制品制造,3091,石墨及碳素制品制造,5795,BASE_CATALOG,
class,C,制造业,30,非金属矿物制品业,309,石墨及其他非金属矿物制品制造,3099,其他非金属矿物制品制造,5841,BASE_CATALOG,
division,C,制造业,31,黑色金属冶炼和压延加工业,,,,,5908,BASE_CATALOG,
group,C,制造业,31,黑色金属冶炼和压延加工业,311,炼铁,,,5912,BASE_CATALOG,
class,C,制造业,31,黑色金属冶炼和压延加工业,311,炼铁,3110,炼铁,5912,BASE_CATALOG,same_row_group_and_class
group,C,制造业,31,黑色金属冶炼和压延加工业,312,炼钢,,,5923,BASE_CATALOG,
class,C,制造业,31,黑色金属冶炼和压延加工业,312,炼钢,3120,炼钢,5923,BASE_CATALOG,same_row_group_and_class
group,C,制造业,31,黑色金属冶炼和压延加工业,313,钢压延加工,,,5946,BASE_CATALOG,
class,C,制造业,31,黑色金属冶炼和压延加工业,313,钢压延加工,3130,钢压延加工,5946,BASE_CATALOG,same_row_group_and_class
group,C,制造业,31,黑色金属冶炼和压延加工业,314,铁合金冶炼,,,6166,BASE_CATALOG,
class,C,制造业,31,黑色金属冶炼和压延加工业,314,铁合金冶炼,3140,铁合金冶炼,6166,BASE_CATALOG,same_row_group_and_class
division,C,制造业,32,有色金属冶炼和压延加工业,,,,,6174,BASE_CATALOG,
group,C,制造业,32,有色金属冶炼和压延加工业,321,常用有色金属冶炼,,,6179,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,321,常用有色金属冶炼,3211,铜冶炼,6183,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,321,常用有色金属冶炼,3212,铅锌冶炼,6190,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,321,常用有色金属冶炼,3213,镍钴冶炼,6200,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,321,常用有色金属冶炼,3214,锡冶炼,6208,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,321,常用有色金属冶炼,3215,锑冶炼,6215,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,321,常用有色金属冶炼,3216,铝冶炼,6221,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,321,常用有色金属冶炼,3217,镁冶炼,6229,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,321,常用有色金属冶炼,3218,硅冶炼,6235,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,321,常用有色金属冶炼,3219,其他常用有色金属冶炼,6241,BASE_CATALOG,
group,C,制造业,32,有色金属冶炼和压延加工业,322,贵金属冶炼,,,6251,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,322,贵金属冶炼,3221,金冶炼,6255,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,322,贵金属冶炼,3222,银冶炼,6261,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,322,贵金属冶炼,3229,其他贵金属冶炼,6269,BASE_CATALOG,
group,C,制造业,32,有色金属冶炼和压延加工业,323,稀有稀土金属冶炼,,,6278,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,323,稀有稀土金属冶炼,3231,钨钼冶炼,6282,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,323,稀有稀土金属冶炼,3232,稀土金属冶炼,6286,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,323,稀有稀土金属冶炼,3239,其他稀有金属冶炼,6294,BASE_CATALOG,
group,C,制造业,32,有色金属冶炼和压延加工业,324,有色金属合金制造,,,6319,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,324,有色金属合金制造,3240,有色金属合金制造,6319,BASE_CATALOG,same_row_group_and_class
group,C,制造业,32,有色金属冶炼和压延加工业,325,有色金属压延加工,,,6481,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,325,有色金属压延加工,3251,铜压延加工,6482,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,325,有色金属压延加工,3252,铝压延加工,6499,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,325,有色金属压延加工,3253,贵金属压延加工,6532,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,325,有色金属压延加工,3254,稀有稀土金属压延加工,6555,BASE_CATALOG,
class,C,制造业,32,有色金属冶炼和压延加工业,325,有色金属压延加工,3259,其他有色金属压延加工,6590,BASE_CATALOG,
division,C,制造业,33,金属制品业,,,,,6637,BASE_CATALOG,
group,C,制造业,33,金属制品业,331,结构性金属制品制造,,,6638,BASE_CATALOG,
class,C,制造业,33,金属制品业,331,结构性金属制品制造,3311,金属结构制造,6639,BASE_CATALOG,
class,C,制造业,33,金属制品业,331,结构性金属制品制造,3312,金属门窗制造,6659,BASE_CATALOG,
group,C,制造业,33,金属制品业,332,金属工具制造,,,6678,BASE_CATALOG,
class,C,制造业,33,金属制品业,332,金属工具制造,3321,切削工具制造,6679,BASE_CATALOG,
class,C,制造业,33,金属制品业,332,金属工具制造,3322,手工具制造,6702,BASE_CATALOG,
class,C,制造业,33,金属制品业,332,金属工具制造,3323,农用及园林用金属工具制造,6736,BASE_CATALOG,
class,C,制造业,33,金属制品业,332,金属工具制造,3324,刀剪及类似日用金属工具制造,6750,BASE_CATALOG,
class,C,制造业,33,金属制品业,332,金属工具制造,3329,其他金属工具制造,6764,BASE_CATALOG,
group,C,制造业,33,金属制品业,333,集装箱及金属包装容器制造,,,6775,BASE_CATALOG,
class,C,制造业,33,金属制品业,333,集装箱及金属包装容器制造,3331,集装箱制造,6776,BASE_CATALOG,
class,C,制造业,33,金属制品业,333,集装箱及金属包装容器制造,3332,金属压力容器制造,6786,BASE_CATALOG,
class,C,制造业,33,金属制品业,333,集装箱及金属包装容器制造,3333,金属包装容器及材料制造,6805,BASE_CATALOG,
group,C,制造业,33,金属制品业,334,金属丝绳及其制品制造,,,6810,BASE_CATALOG,
class,C,制造业,33,金属制品业,334,金属丝绳及其制品制造,3340,金属丝绳及其制品制造,6810,BASE_CATALOG,same_row_group_and_class
group,C,制造业,33,金属制品业,335,建筑、安全用金属制品制造,,,6855,BASE_CATALOG,
class,C,制造业,33,金属制品业,335,建筑、安全用金属制品制造,3351,建筑、家具用金属配件制造,6856,BASE_CATALOG,
class,C,制造业,33,金属制品业,335,建筑、安全用金属制品制造,3352,建筑装饰及水暖管道零件制造,6870,BASE_CATALOG,
class,C,制造业,33,金属制品业,335,建筑、安全用金属制品制造,3353,安全、消防用金属制品制造,6879,BASE_CATALOG,
class,C,制造业,33,金属制品业,335,建筑、安全用金属制品制造,3359,其他建筑、安全用金属制品制造,6887,BASE_CATALOG,
group,C,制造业,33,金属制品业,336,金属表面处理及热处理加工,,,6892,BASE_CATALOG,
class,C,制造业,33,金属制品业,336,金属表面处理及热处理加工,3360,金属表面处理及热处理加工,6892,BASE_CATALOG,same_row_group_and_class
group,C,制造业,33,金属制品业,337,搪瓷制品制造,,,6902,BASE_CATALOG,
class,C,制造业,33,金属制品业,337,搪瓷制品制造,3371,生产专用搪瓷制品制造,6904,BASE_CATALOG,
class,C,制造业,33,金属制品业,337,搪瓷制品制造,3372,建筑装饰搪瓷制品制造,6910,BASE_CATALOG,
class,C,制造业,33,金属制品业,337,搪瓷制品制造,3373,搪瓷卫生洁具制造,6920,BASE_CATALOG,
class,C,制造业,33,金属制品业,337,搪瓷制品制造,3379,搪瓷日用品及其他搪瓷制品制造,6925,BASE_CATALOG,
group,C,制造业,33,金属制品业,338,金属制日用品制造,,,6934,BASE_CATALOG,
class,C,制造业,33,金属制品业,338,金属制日用品制造,3381,金属制厨房用器具制造,6936,BASE_CATALOG,
class,C,制造业,33,金属制品业,338,金属制日用品制造,3382,金属制餐具和器皿制造,6942,BASE_CATALOG,
class,C,制造业,33,金属制品业,338,金属制日用品制造,3383,金属制卫生器具制造,6957,BASE_CATALOG,
class,C,制造业,33,金属制品业,338,金属制日用品制造,3389,其他金属制日用品制造,6964,BASE_CATALOG,
group,C,制造业,33,金属制品业,339,铸造及其他金属制品制造,,,6983,BASE_CATALOG,
class,C,制造业,33,金属制品业,339,铸造及其他金属制品制造,3391,黑色金属铸造,6984,BASE_CATALOG,
class,C,制造业,33,金属制品业,339,铸造及其他金属制品制造,3392,有色金属铸造,7018,BASE_CATALOG,
class,C,制造业,33,金属制品业,339,铸造及其他金属制品制造,3393,锻件及粉末冶金制品制造,7044,BASE_CATALOG,
class,C,制造业,33,金属制品业,339,铸造及其他金属制品制造,3394,交通及公共管理用金属标牌制造,7094,BASE_CATALOG,
class,C,制造业,33,金属制品业,339,铸造及其他金属制品制造,3399,其他未列明金属制品制造,7102,BASE_CATALOG,
division,C,制造业,34,通用设备制造业,,,,,7148,BASE_CATALOG,
group,C,制造业,34,通用设备制造业,341,锅炉及原动设备制造,,,7149,BASE_CATALOG,
class,C,制造业,34,通用设备制造业,341,锅炉及原动设备制造,3411,锅炉及辅助设备制造,7150,BASE_CATALOG,
class,C,制造业,34,通用设备制造业,341,锅炉及原动设备制造,3412,内燃机及配件制造,7202,BASE_CATALOG,
class,C,制造业,34,通用设备制造业,341,锅炉及原动设备制造,3413,汽轮机及辅机制造,7227,BASE_CATALOG,
class,C,制造业,34,通用设备制造业,341,锅炉及原动设备制造,3414,水轮机及辅机制造,7240,BASE_CATALOG,
class,C,制造业,34,通用设备制造业,341,锅炉及原动设备制造,3415,风能原动设备制造,7244,BASE_CATALOG,
class,C,制造业,34,通用设备制造业,341,锅炉及原动设备制造,3419,其他原动设备制造,7261,BASE_CATALOG,
group,C,制造业,34,通用设备制造业,342,金属加工机械制造,,,7269,BASE_CATALOG,
class,C,制造业,34,通用设备制造业,342,金属加工机械制造,3421,金属切削机床制造,7270,BASE_CATALOG,
class,C,制造业,34,通用设备制造业,342,金属加工机械制造,3422,金属成形机床制造,7306,BASE_CATALOG,
class,C,制造业,34,通用设备制造业,342,金属加工机械制造,3423,铸造机械制造,7355,BASE_CATALOG,
class,C,制造业,34,通用设备制造业,342,金属加工机械制造,3424,金属切割及焊接设备制造,7373,BASE_CATALOG,
class,C,制造业,34,通用设备制造业,342,金属加工机械制造,3425,机床功能部件及附件制造,7402,BASE_CATALOG,
